area,price
0.6114285714285714,1.0
0.4114285714285714,0.9852216748768474
0.6814285714285715,0.9753694581280787
0.7666666666666667,0.9704433497536946
0.4342857142857143,0.9704433497536946
0.8380952380952381,0.9605911330049262
0.6228571428571429,0.9556650246305418
0.5714285714285714,0.9448275862068967
0.8452380952380952,0.9359605911330049
0.7571428571428571,0.9359605911330049
0.5238095238095238,0.9359605911330049
0.7119047619047619,0.9359605911330049
0.6666666666666666,0.9359605911330049
0.46476190476190476,0.9211822660098523
0.5676190476190477,0.9064039408866995
0.6514285714285715,0.896551724137931
0.6666666666666666,0.8910541871921183
0.7125714285714286,0.8857142857142857
0.8571428571428572,0.8768472906403941
0.5714285714285714,0.874384236453202
0.5714285714285714,0.8669950738916257
0.6238095238095238,0.8620689655172413
0.6057142857142858,0.8571428571428572
0.6171428571428572,0.8374384236453203
0.5714285714285714,0.8374384236453203
0.5714285714285714,0.8177339901477834
0.5714285714285714,0.812807881773399
0.6285714285714286,0.8078817733990149
0.4095238095238095,0.8029556650246306
0.7085714285714286,0.7980295566502464
0.6023809523809524,0.7980295566502464
0.5714285714285714,0.788177339901478
0.4904761904761905,0.788177339901478
0.8571428571428572,0.7733990147783252
0.7314285714285714,0.7684729064039408
0.5714285714285714,0.7684729064039408
0.5714285714285714,0.7586206896551724
0.8457142857142858,0.7487684729064039
0.5942857142857143,0.7487684729064039
0.6057142857142858,0.7438423645320198
0.8457142857142858,0.729064039408867
0.7333333333333334,0.7241379310344827
0.5714285714285714,0.7192118226600985
0.380952380952381,0.7093596059113301
0.5714285714285714,0.7044334975369457
0.47809523809523813,0.6995073891625616
0.6285714285714286,0.6945812807881773
0.38476190476190475,0.6896551724137931
0.40571428571428575,0.6896551724137931
0.6114285714285714,0.6896551724137931
0.6190476190476191,0.6896551724137931
0.5428571428571429,0.6896551724137931
0.5714285714285714,0.6896551724137931
0.5714285714285714,0.6866995073891626
0.380952380952381,0.6847290640394088
1.0,0.6847290640394088
0.5714285714285714,0.6798029556650247
0.3580952380952381,0.6699507389162562
0.7857142857142857,0.6699507389162562
0.6352380952380953,0.6699507389162562
0.37714285714285717,0.6650246305418719
0.7057142857142857,0.6650246305418719
0.8171428571428572,0.6600985221674878
0.4761904761904762,0.6600985221674878
0.6428571428571429,0.657142857142857
0.45714285714285713,0.6551724137931034
0.6857142857142857,0.6403940886699506
0.5714285714285714,0.6403940886699506
0.3904761904761905,0.6403940886699506
